529	1058
530	1022
531	1060
532	952
533	998
534	1076
535	1046
536	1016
537	892
538	1126
539	1212
540	946
541	1038
542	968
543	920
544	1004
545	966
546	1074
547	874
548	1056
549	1080
550	922
551	928
552	916
553	922
554	1020
555	904
556	1106
557	990
558	1070
559	1110
560	836
561	972
562	876
563	966
564	906
565	878
566	950
567	890
568	900
569	928
570	1028
571	1096
572	870
573	980
574	868
575	996
576	960
577	884
578	984
579	1048
580	980
581	1018
582	766
583	1006
584	894
585	1046
586	898
587	792
588	1014
589	1070
590	934
591	1014
592	742
593	1094
594	946
595	1062
596	976
597	764
598	1004
599	1054
600	672
